Country / territory,Measure Names,Month of Date,Report Epi Week,Year of Date,Country / territory,Date,Measure Values,Laboratory confirmed cases,Suspected cases
Costa Rica,Suspected,November,44,2015,Costa Rica,"November, 2015",0,0,0
Costa Rica,Confirmed ,November,44,2015,Costa Rica,"November, 2015",0,0,0
Costa Rica,Suspected,November,45,2015,Costa Rica,"November, 2015",0,0,0
Costa Rica,Confirmed ,November,45,2015,Costa Rica,"November, 2015",0,0,0
Costa Rica,Suspected,November,46,2015,Costa Rica,"November, 2015",0,0,0
Costa Rica,Confirmed ,November,46,2015,Costa Rica,"November, 2015",0,0,0
Costa Rica,Suspected,November,47,2015,Costa Rica,"November, 2015",0,0,0
Costa Rica,Confirmed ,November,47,2015,Costa Rica,"November, 2015",0,0,0
Curacao,Suspected,November,44,2015,Curacao,"November, 2015",0,0,0
Curacao,Confirmed ,November,44,2015,Curacao,"November, 2015",0,0,0
Curacao,Suspected,November,45,2015,Curacao,"November, 2015",0,0,0
Curacao,Confirmed ,November,45,2015,Curacao,"November, 2015",0,0,0
Curacao,Suspected,November,46,2015,Curacao,"November, 2015",0,0,0
Curacao,Confirmed ,November,46,2015,Curacao,"November, 2015",0,0,0
Curacao,Suspected,November,47,2015,Curacao,"November, 2015",0,0,0
Curacao,Confirmed ,November,47,2015,Curacao,"November, 2015",0,0,0
Dominican Republic,Suspected,November,44,2015,Dominican Republic,"November, 2015",0,0,0
Dominican Republic,Confirmed ,November,44,2015,Dominican Republic,"November, 2015",0,0,0
Dominican Republic,Suspected,November,45,2015,Dominican Republic,"November, 2015",0,0,0
Dominican Republic,Confirmed ,November,45,2015,Dominican Republic,"November, 2015",0,0,0
Dominican Republic,Suspected,November,46,2015,Dominican Republic,"November, 2015",0,0,0
Dominican Republic,Confirmed ,November,46,2015,Dominican Republic,"November, 2015",0,0,0
Dominican Republic,Suspected,November,47,2015,Dominican Republic,"November, 2015",0,0,0
Dominican Republic,Confirmed ,November,47,2015,Dominican Republic,"November, 2015",0,0,0
Ecuador,Suspected,November,44,2015,Ecuador,"November, 2015",0,0,0
Ecuador,Confirmed ,November,44,2015,Ecuador,"November, 2015",0,0,0
Ecuador,Suspected,November,45,2015,Ecuador,"November, 2015",0,0,0
Ecuador,Confirmed ,November,45,2015,Ecuador,"November, 2015",0,0,0
Ecuador,Suspected,November,46,2015,Ecuador,"November, 2015",0,0,0
Ecuador,Confirmed ,November,46,2015,Ecuador,"November, 2015",0,0,0
Ecuador,Suspected,November,47,2015,Ecuador,"November, 2015",0,0,0
Ecuador,Confirmed ,November,47,2015,Ecuador,"November, 2015",0,0,0
El Salvador,Suspected,November,44,2015,El Salvador,"November, 2015",0,0,0
El Salvador,Confirmed ,November,44,2015,El Salvador,"November, 2015",0,0,0
El Salvador,Suspected,November,45,2015,El Salvador,"November, 2015",0,0,0
El Salvador,Confirmed ,November,45,2015,El Salvador,"November, 2015",0,0,0
El Salvador,Suspected,November,46,2015,El Salvador,"November, 2015",195,0,195
El Salvador,Confirmed ,November,46,2015,El Salvador,"November, 2015",0,0,195
El Salvador,Suspected,November,47,2015,El Salvador,"November, 2015",348,3,348
El Salvador,Confirmed ,November,47,2015,El Salvador,"November, 2015",3,3,348
French Guiana,Suspected,November,44,2015,French Guiana,"November, 2015",0,0,0
French Guiana,Confirmed ,November,44,2015,French Guiana,"November, 2015",0,0,0
French Guiana,Suspected,November,45,2015,French Guiana,"November, 2015",0,0,0
French Guiana,Confirmed ,November,45,2015,French Guiana,"November, 2015",0,0,0
French Guiana,Suspected,November,46,2015,French Guiana,"November, 2015",0,0,0
French Guiana,Confirmed ,November,46,2015,French Guiana,"November, 2015",0,0,0
French Guiana,Suspected,November,47,2015,French Guiana,"November, 2015",0,0,0
French Guiana,Confirmed ,November,47,2015,French Guiana,"November, 2015",0,0,0
Guadeloupe,Suspected,November,44,2015,Guadeloupe,"November, 2015",0,0,0
Guadeloupe,Confirmed ,November,44,2015,Guadeloupe,"November, 2015",0,0,0
Guadeloupe,Suspected,November,45,2015,Guadeloupe,"November, 2015",0,0,0
Guadeloupe,Confirmed ,November,45,2015,Guadeloupe,"November, 2015",0,0,0
Guadeloupe,Suspected,November,46,2015,Guadeloupe,"November, 2015",0,0,0
Guadeloupe,Confirmed ,November,46,2015,Guadeloupe,"November, 2015",0,0,0
Guadeloupe,Suspected,November,47,2015,Guadeloupe,"November, 2015",0,0,0
Guadeloupe,Confirmed ,November,47,2015,Guadeloupe,"November, 2015",0,0,0
Guatemala,Suspected,November,44,2015,Guatemala,"November, 2015",0,0,0
Guatemala,Confirmed ,November,44,2015,Guatemala,"November, 2015",0,0,0
Guatemala,Suspected,November,45,2015,Guatemala,"November, 2015",0,0,0
Guatemala,Confirmed ,November,45,2015,Guatemala,"November, 2015",0,0,0
Guatemala,Suspected,November,46,2015,Guatemala,"November, 2015",0,1,0
Guatemala,Confirmed ,November,46,2015,Guatemala,"November, 2015",1,1,0
Guatemala,Suspected,November,47,2015,Guatemala,"November, 2015",0,0,0
Guatemala,Confirmed ,November,47,2015,Guatemala,"November, 2015",0,0,0
Guyana,Suspected,November,44,2015,Guyana,"November, 2015",0,0,0
Guyana,Confirmed ,November,44,2015,Guyana,"November, 2015",0,0,0
Guyana,Suspected,November,45,2015,Guyana,"November, 2015",0,0,0
Guyana,Confirmed ,November,45,2015,Guyana,"November, 2015",0,0,0
Guyana,Suspected,November,46,2015,Guyana,"November, 2015",0,0,0
Guyana,Confirmed ,November,46,2015,Guyana,"November, 2015",0,0,0
Guyana,Suspected,November,47,2015,Guyana,"November, 2015",0,0,0
Guyana,Confirmed ,November,47,2015,Guyana,"November, 2015",0,0,0
Haiti,Suspected,November,44,2015,Haiti,"November, 2015",0,0,0
Haiti,Confirmed ,November,44,2015,Haiti,"November, 2015",0,0,0
Haiti,Suspected,November,45,2015,Haiti,"November, 2015",0,0,0
Haiti,Confirmed ,November,45,2015,Haiti,"November, 2015",0,0,0
Haiti,Suspected,November,46,2015,Haiti,"November, 2015",0,0,0
Haiti,Confirmed ,November,46,2015,Haiti,"November, 2015",0,0,0
Haiti,Suspected,November,47,2015,Haiti,"November, 2015",0,0,0
Haiti,Confirmed ,November,47,2015,Haiti,"November, 2015",0,0,0
Honduras,Suspected,November,44,2015,Honduras,"November, 2015",0,0,0
Honduras,Confirmed ,November,44,2015,Honduras,"November, 2015",0,0,0
Honduras,Suspected,November,45,2015,Honduras,"November, 2015",0,0,0
Honduras,Confirmed ,November,45,2015,Honduras,"November, 2015",0,0,0
Honduras,Suspected,November,46,2015,Honduras,"November, 2015",0,0,0
Honduras,Confirmed ,November,46,2015,Honduras,"November, 2015",0,0,0
Honduras,Suspected,November,47,2015,Honduras,"November, 2015",0,0,0
Honduras,Confirmed ,November,47,2015,Honduras,"November, 2015",0,0,0
Jamaica,Suspected,November,44,2015,Jamaica,"November, 2015",0,0,0
Jamaica,Confirmed ,November,44,2015,Jamaica,"November, 2015",0,0,0
Jamaica,Suspected,November,45,2015,Jamaica,"November, 2015",0,0,0
Jamaica,Confirmed ,November,45,2015,Jamaica,"November, 2015",0,0,0
Jamaica,Suspected,November,46,2015,Jamaica,"November, 2015",0,0,0
Jamaica,Confirmed ,November,46,2015,Jamaica,"November, 2015",0,0,0
Jamaica,Suspected,November,47,2015,Jamaica,"November, 2015",0,0,0
Jamaica,Confirmed ,November,47,2015,Jamaica,"November, 2015",0,0,0
Martinique,Suspected,November,44,2015,Martinique,"November, 2015",0,0,0
Martinique,Confirmed ,November,44,2015,Martinique,"November, 2015",0,0,0
Martinique,Suspected,November,45,2015,Martinique,"November, 2015",0,0,0
Martinique,Confirmed ,November,45,2015,Martinique,"November, 2015",0,0,0
Martinique,Suspected,November,46,2015,Martinique,"November, 2015",0,0,0
Martinique,Confirmed ,November,46,2015,Martinique,"November, 2015",0,0,0
Martinique,Suspected,November,47,2015,Martinique,"November, 2015",0,0,0
Martinique,Confirmed ,November,47,2015,Martinique,"November, 2015",0,0,0
Mexico,Suspected,November,44,2015,Mexico,"November, 2015",0,0,0
Mexico,Confirmed ,November,44,2015,Mexico,"November, 2015",0,0,0
Mexico,Suspected,November,45,2015,Mexico,"November, 2015",0,0,0
Mexico,Confirmed ,November,45,2015,Mexico,"November, 2015",0,0,0
Mexico,Suspected,November,46,2015,Mexico,"November, 2015",0,0,0
Mexico,Confirmed ,November,46,2015,Mexico,"November, 2015",0,0,0
Mexico,Suspected,November,47,2015,Mexico,"November, 2015",0,2,0
Mexico,Confirmed ,November,47,2015,Mexico,"November, 2015",2,2,0
Nicaragua,Suspected,November,44,2015,Nicaragua,"November, 2015",0,0,0
Nicaragua,Confirmed ,November,44,2015,Nicaragua,"November, 2015",0,0,0
Nicaragua,Suspected,November,45,2015,Nicaragua,"November, 2015",0,0,0
Nicaragua,Confirmed ,November,45,2015,Nicaragua,"November, 2015",0,0,0
Nicaragua,Suspected,November,46,2015,Nicaragua,"November, 2015",0,0,0
Nicaragua,Confirmed ,November,46,2015,Nicaragua,"November, 2015",0,0,0
Nicaragua,Suspected,November,47,2015,Nicaragua,"November, 2015",0,0,0
Nicaragua,Confirmed ,November,47,2015,Nicaragua,"November, 2015",0,0,0
Panama,Suspected,November,44,2015,Panama,"November, 2015",0,0,0
Panama,Confirmed ,November,44,2015,Panama,"November, 2015",0,0,0
Panama,Suspected,November,45,2015,Panama,"November, 2015",0,0,0
Panama,Confirmed ,November,45,2015,Panama,"November, 2015",0,0,0
Panama,Suspected,November,46,2015,Panama,"November, 2015",0,0,0
Panama,Confirmed ,November,46,2015,Panama,"November, 2015",0,0,0
Panama,Suspected,November,47,2015,Panama,"November, 2015",0,4,0
Panama,Confirmed ,November,47,2015,Panama,"November, 2015",4,4,0
Paraguay,Suspected,November,44,2015,Paraguay,"November, 2015",0,0,0
Paraguay,Confirmed ,November,44,2015,Paraguay,"November, 2015",0,0,0
Paraguay,Suspected,November,45,2015,Paraguay,"November, 2015",0,0,0
Paraguay,Confirmed ,November,45,2015,Paraguay,"November, 2015",0,0,0
Paraguay,Suspected,November,46,2015,Paraguay,"November, 2015",0,0,0
Paraguay,Confirmed ,November,46,2015,Paraguay,"November, 2015",0,0,0
Paraguay,Suspected,November,47,2015,Paraguay,"November, 2015",0,6,0
Paraguay,Confirmed ,November,47,2015,Paraguay,"November, 2015",6,6,0
Puerto Rico,Suspected,November,44,2015,Puerto Rico,"November, 2015",0,0,0
Puerto Rico,Confirmed ,November,44,2015,Puerto Rico,"November, 2015",0,0,0
Puerto Rico,Suspected,November,45,2015,Puerto Rico,"November, 2015",0,0,0
Puerto Rico,Confirmed ,November,45,2015,Puerto Rico,"November, 2015",0,0,0
Puerto Rico,Suspected,November,46,2015,Puerto Rico,"November, 2015",0,0,0
Puerto Rico,Confirmed ,November,46,2015,Puerto Rico,"November, 2015",0,0,0
Puerto Rico,Suspected,November,47,2015,Puerto Rico,"November, 2015",0,0,0
Puerto Rico,Confirmed ,November,47,2015,Puerto Rico,"November, 2015",0,0,0
Saint Martin,Suspected,November,44,2015,Saint Martin,"November, 2015",0,0,0
Saint Martin,Confirmed ,November,44,2015,Saint Martin,"November, 2015",0,0,0
Saint Martin,Suspected,November,45,2015,Saint Martin,"November, 2015",0,0,0
Saint Martin,Confirmed ,November,45,2015,Saint Martin,"November, 2015",0,0,0
Saint Martin,Suspected,November,46,2015,Saint Martin,"November, 2015",0,0,0
Saint Martin,Confirmed ,November,46,2015,Saint Martin,"November, 2015",0,0,0
Saint Martin,Suspected,November,47,2015,Saint Martin,"November, 2015",0,0,0
Saint Martin,Confirmed ,November,47,2015,Saint Martin,"November, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,November,44,2015,Saint Vincent and the Grenadines,"November, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,November,44,2015,Saint Vincent and the Grenadines,"November, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,November,45,2015,Saint Vincent and the Grenadines,"November, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,November,45,2015,Saint Vincent and the Grenadines,"November, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,November,46,2015,Saint Vincent and the Grenadines,"November, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,November,46,2015,Saint Vincent and the Grenadines,"November, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,November,47,2015,Saint Vincent and the Grenadines,"November, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,November,47,2015,Saint Vincent and the Grenadines,"November, 2015",0,0,0
Sint Maarten,Suspected,November,44,2015,Sint Maarten,"November, 2015",0,0,0
Sint Maarten,Confirmed ,November,44,2015,Sint Maarten,"November, 2015",0,0,0
Sint Maarten,Suspected,November,45,2015,Sint Maarten,"November, 2015",0,0,0
Sint Maarten,Confirmed ,November,45,2015,Sint Maarten,"November, 2015",0,0,0
Sint Maarten,Suspected,November,46,2015,Sint Maarten,"November, 2015",0,0,0
Sint Maarten,Confirmed ,November,46,2015,Sint Maarten,"November, 2015",0,0,0
Sint Maarten,Suspected,November,47,2015,Sint Maarten,"November, 2015",0,0,0
Sint Maarten,Confirmed ,November,47,2015,Sint Maarten,"November, 2015",0,0,0
Suriname,Suspected,November,44,2015,Suriname,"November, 2015",6,2,6
Suriname,Confirmed ,November,44,2015,Suriname,"November, 2015",2,2,6
Suriname,Suspected,November,45,2015,Suriname,"November, 2015",3,0,3
Suriname,Confirmed ,November,45,2015,Suriname,"November, 2015",0,0,3
Suriname,Suspected,November,46,2015,Suriname,"November, 2015",46,0,46
Suriname,Confirmed ,November,46,2015,Suriname,"November, 2015",0,0,46
Suriname,Suspected,November,47,2015,Suriname,"November, 2015",29,0,29
Suriname,Confirmed ,November,47,2015,Suriname,"November, 2015",0,0,29
Trinidad and Tobago,Suspected,November,44,2015,Trinidad and Tobago,"November, 2015",0,0,0
Trinidad and Tobago,Confirmed ,November,44,2015,Trinidad and Tobago,"November, 2015",0,0,0
Trinidad and Tobago,Suspected,November,45,2015,Trinidad and Tobago,"November, 2015",0,0,0
Trinidad and Tobago,Confirmed ,November,45,2015,Trinidad and Tobago,"November, 2015",0,0,0
Trinidad and Tobago,Suspected,November,46,2015,Trinidad and Tobago,"November, 2015",0,0,0
Trinidad and Tobago,Confirmed ,November,46,2015,Trinidad and Tobago,"November, 2015",0,0,0
Trinidad and Tobago,Suspected,November,47,2015,Trinidad and Tobago,"November, 2015",0,0,0
Trinidad and Tobago,Confirmed ,November,47,2015,Trinidad and Tobago,"November, 2015",0,0,0
United States Virgin Islands,Suspected,November,44,2015,United States Virgin Islands,"November, 2015",0,0,0
United States Virgin Islands,Confirmed ,November,44,2015,United States Virgin Islands,"November, 2015",0,0,0
United States Virgin Islands,Suspected,November,45,2015,United States Virgin Islands,"November, 2015",0,0,0
United States Virgin Islands,Confirmed ,November,45,2015,United States Virgin Islands,"November, 2015",0,0,0
United States Virgin Islands,Suspected,November,46,2015,United States Virgin Islands,"November, 2015",0,0,0
United States Virgin Islands,Confirmed ,November,46,2015,United States Virgin Islands,"November, 2015",0,0,0
United States Virgin Islands,Suspected,November,47,2015,United States Virgin Islands,"November, 2015",0,0,0
United States Virgin Islands,Confirmed ,November,47,2015,United States Virgin Islands,"November, 2015",0,0,0
Venezuela,Suspected,November,44,2015,Venezuela,"November, 2015",0,0,0
Venezuela,Confirmed ,November,44,2015,Venezuela,"November, 2015",0,0,0
Venezuela,Suspected,November,45,2015,Venezuela,"November, 2015",0,0,0
Venezuela,Confirmed ,November,45,2015,Venezuela,"November, 2015",0,0,0
Venezuela,Suspected,November,46,2015,Venezuela,"November, 2015",0,0,0
Venezuela,Confirmed ,November,46,2015,Venezuela,"November, 2015",0,0,0
Venezuela,Suspected,November,47,2015,Venezuela,"November, 2015",3,4,3
Venezuela,Confirmed ,November,47,2015,Venezuela,"November, 2015",4,4,3
Aruba,Suspected,December,48,2015,Aruba,"December, 2015",0,0,0
Aruba,Confirmed ,December,48,2015,Aruba,"December, 2015",0,0,0
Aruba,Suspected,December,49,2015,Aruba,"December, 2015",0,0,0
Aruba,Confirmed ,December,49,2015,Aruba,"December, 2015",0,0,0
Aruba,Suspected,December,50,2015,Aruba,"December, 2015",0,0,0
Aruba,Confirmed ,December,50,2015,Aruba,"December, 2015",0,0,0
Aruba,Suspected,December,51,2015,Aruba,"December, 2015",0,0,0
Aruba,Confirmed ,December,51,2015,Aruba,"December, 2015",0,0,0
Aruba,Suspected,December,52,2015,Aruba,"December, 2015",0,0,0
Aruba,Confirmed ,December,52,2015,Aruba,"December, 2015",0,0,0
Barbados,Suspected,December,48,2015,Barbados,"December, 2015",0,0,0
Barbados,Confirmed ,December,48,2015,Barbados,"December, 2015",0,0,0
Barbados,Suspected,December,49,2015,Barbados,"December, 2015",0,0,0
Barbados,Confirmed ,December,49,2015,Barbados,"December, 2015",0,0,0
Barbados,Suspected,December,50,2015,Barbados,"December, 2015",0,0,0
Barbados,Confirmed ,December,50,2015,Barbados,"December, 2015",0,0,0
Barbados,Suspected,December,51,2015,Barbados,"December, 2015",0,0,0
Barbados,Confirmed ,December,51,2015,Barbados,"December, 2015",0,0,0
Barbados,Suspected,December,52,2015,Barbados,"December, 2015",0,0,0
Barbados,Confirmed ,December,52,2015,Barbados,"December, 2015",0,0,0
Bolivia,Suspected,December,48,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Confirmed ,December,48,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Suspected,December,49,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Confirmed ,December,49,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Suspected,December,50,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Confirmed ,December,50,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Suspected,December,51,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Confirmed ,December,51,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Suspected,December,52,2015,Bolivia,"December, 2015",0,0,0
Bolivia,Confirmed ,December,52,2015,Bolivia,"December, 2015",0,0,0
Bonaire,Suspected,December,48,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Confirmed ,December,48,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Suspected,December,49,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Confirmed ,December,49,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Suspected,December,50,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Confirmed ,December,50,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Suspected,December,51,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Confirmed ,December,51,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Suspected,December,52,2015,Bonaire,"December, 2015",0,0,0
Bonaire,Confirmed ,December,52,2015,Bonaire,"December, 2015",0,0,0
Brazil,Suspected,December,48,2015,Brazil,"December, 2015",0,0,0
Brazil,Confirmed ,December,48,2015,Brazil,"December, 2015",0,0,0
Brazil,Suspected,December,49,2015,Brazil,"December, 2015",0,0,0
Brazil,Confirmed ,December,49,2015,Brazil,"December, 2015",0,0,0
Brazil,Suspected,December,50,2015,Brazil,"December, 2015",0,0,0
Brazil,Confirmed ,December,50,2015,Brazil,"December, 2015",0,0,0
Brazil,Suspected,December,51,2015,Brazil,"December, 2015",0,0,0
Brazil,Confirmed ,December,51,2015,Brazil,"December, 2015",0,0,0
Brazil,Suspected,December,52,2015,Brazil,"December, 2015",0,0,0
Brazil,Confirmed ,December,52,2015,Brazil,"December, 2015",0,0,0
Colombia,Suspected,December,48,2015,Colombia,"December, 2015","1,363",37,"1,363"
Colombia,Confirmed ,December,48,2015,Colombia,"December, 2015",37,37,"1,363"
Colombia,Suspected,December,49,2015,Colombia,"December, 2015","1,777",61,"1,777"
Colombia,Confirmed ,December,49,2015,Colombia,"December, 2015",61,61,"1,777"
Colombia,Suspected,December,50,2015,Colombia,"December, 2015","1,452",24,"1,452"
Colombia,Confirmed ,December,50,2015,Colombia,"December, 2015",24,24,"1,452"
Colombia,Suspected,December,51,2015,Colombia,"December, 2015",988,36,988
Colombia,Confirmed ,December,51,2015,Colombia,"December, 2015",36,36,988
Colombia,Suspected,December,52,2015,Colombia,"December, 2015","1,686",10,"1,686"
Colombia,Confirmed ,December,52,2015,Colombia,"December, 2015",10,10,"1,686"
Costa Rica,Suspected,December,48,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Confirmed ,December,48,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Suspected,December,49,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Confirmed ,December,49,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Suspected,December,50,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Confirmed ,December,50,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Suspected,December,51,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Confirmed ,December,51,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Suspected,December,52,2015,Costa Rica,"December, 2015",0,0,0
Costa Rica,Confirmed ,December,52,2015,Costa Rica,"December, 2015",0,0,0
Curacao,Suspected,December,48,2015,Curacao,"December, 2015",0,0,0
Curacao,Confirmed ,December,48,2015,Curacao,"December, 2015",0,0,0
Curacao,Suspected,December,49,2015,Curacao,"December, 2015",0,0,0
Curacao,Confirmed ,December,49,2015,Curacao,"December, 2015",0,0,0
Curacao,Suspected,December,50,2015,Curacao,"December, 2015",0,0,0
Curacao,Confirmed ,December,50,2015,Curacao,"December, 2015",0,0,0
Curacao,Suspected,December,51,2015,Curacao,"December, 2015",0,0,0
Curacao,Confirmed ,December,51,2015,Curacao,"December, 2015",0,0,0
Curacao,Suspected,December,52,2015,Curacao,"December, 2015",0,0,0
Curacao,Confirmed ,December,52,2015,Curacao,"December, 2015",0,0,0
Dominican Republic,Suspected,December,48,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Confirmed ,December,48,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Suspected,December,49,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Confirmed ,December,49,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Suspected,December,50,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Confirmed ,December,50,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Suspected,December,51,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Confirmed ,December,51,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Suspected,December,52,2015,Dominican Republic,"December, 2015",0,0,0
Dominican Republic,Confirmed ,December,52,2015,Dominican Republic,"December, 2015",0,0,0
Ecuador,Suspected,December,48,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Confirmed ,December,48,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Suspected,December,49,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Confirmed ,December,49,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Suspected,December,50,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Confirmed ,December,50,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Suspected,December,51,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Confirmed ,December,51,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Suspected,December,52,2015,Ecuador,"December, 2015",0,0,0
Ecuador,Confirmed ,December,52,2015,Ecuador,"December, 2015",0,0,0
El Salvador,Suspected,December,48,2015,El Salvador,"December, 2015",846,0,846
El Salvador,Confirmed ,December,48,2015,El Salvador,"December, 2015",0,0,846
El Salvador,Suspected,December,49,2015,El Salvador,"December, 2015",914,0,914
El Salvador,Confirmed ,December,49,2015,El Salvador,"December, 2015",0,0,914
El Salvador,Suspected,December,50,2015,El Salvador,"December, 2015",753,0,753
El Salvador,Confirmed ,December,50,2015,El Salvador,"December, 2015",0,0,753
El Salvador,Suspected,December,51,2015,El Salvador,"December, 2015",464,0,464
El Salvador,Confirmed ,December,51,2015,El Salvador,"December, 2015",0,0,464
El Salvador,Suspected,December,52,2015,El Salvador,"December, 2015",316,0,316
El Salvador,Confirmed ,December,52,2015,El Salvador,"December, 2015",0,0,316
French Guiana,Suspected,December,48,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Confirmed ,December,48,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Suspected,December,49,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Confirmed ,December,49,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Suspected,December,50,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Confirmed ,December,50,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Suspected,December,51,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Confirmed ,December,51,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Suspected,December,52,2015,French Guiana,"December, 2015",0,0,0
French Guiana,Confirmed ,December,52,2015,French Guiana,"December, 2015",0,0,0
Guadeloupe,Suspected,December,48,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Confirmed ,December,48,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Suspected,December,49,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Confirmed ,December,49,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Suspected,December,50,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Confirmed ,December,50,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Suspected,December,51,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Confirmed ,December,51,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Suspected,December,52,2015,Guadeloupe,"December, 2015",0,0,0
Guadeloupe,Confirmed ,December,52,2015,Guadeloupe,"December, 2015",0,0,0
Guatemala,Suspected,December,48,2015,Guatemala,"December, 2015",0,0,0
Guatemala,Confirmed ,December,48,2015,Guatemala,"December, 2015",0,0,0
Guatemala,Suspected,December,49,2015,Guatemala,"December, 2015",0,0,0
Guatemala,Confirmed ,December,49,2015,Guatemala,"December, 2015",0,0,0
Guatemala,Suspected,December,50,2015,Guatemala,"December, 2015",0,0,0
Guatemala,Confirmed ,December,50,2015,Guatemala,"December, 2015",0,0,0
Guatemala,Suspected,December,51,2015,Guatemala,"December, 2015",0,0,0
Guatemala,Confirmed ,December,51,2015,Guatemala,"December, 2015",0,0,0
Guatemala,Suspected,December,52,2015,Guatemala,"December, 2015",200,67,200
Guatemala,Confirmed ,December,52,2015,Guatemala,"December, 2015",67,67,200
Guyana,Suspected,December,48,2015,Guyana,"December, 2015",0,0,0
Guyana,Confirmed ,December,48,2015,Guyana,"December, 2015",0,0,0
Guyana,Suspected,December,49,2015,Guyana,"December, 2015",0,0,0
Guyana,Confirmed ,December,49,2015,Guyana,"December, 2015",0,0,0
Guyana,Suspected,December,50,2015,Guyana,"December, 2015",0,0,0
Guyana,Confirmed ,December,50,2015,Guyana,"December, 2015",0,0,0
Guyana,Suspected,December,51,2015,Guyana,"December, 2015",0,0,0
Guyana,Confirmed ,December,51,2015,Guyana,"December, 2015",0,0,0
Guyana,Suspected,December,52,2015,Guyana,"December, 2015",0,0,0
Guyana,Confirmed ,December,52,2015,Guyana,"December, 2015",0,0,0
Haiti,Suspected,December,48,2015,Haiti,"December, 2015",0,0,0
Haiti,Confirmed ,December,48,2015,Haiti,"December, 2015",0,0,0
Haiti,Suspected,December,49,2015,Haiti,"December, 2015",5,0,5
Haiti,Confirmed ,December,49,2015,Haiti,"December, 2015",0,0,5
Haiti,Suspected,December,50,2015,Haiti,"December, 2015",0,0,0
Haiti,Confirmed ,December,50,2015,Haiti,"December, 2015",0,0,0
Haiti,Suspected,December,51,2015,Haiti,"December, 2015",2,0,2
Haiti,Confirmed ,December,51,2015,Haiti,"December, 2015",0,0,2
