VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,YEAR,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS
Aedes aegypti,4605,published,point,-999,14.7,-60.99,2009,Martinique,MTQ,158,NA
Aedes aegypti,4606,published,Less than 25km,Less than 25km,14.7,-61,2009,Martinique,MTQ,158,NA
Aedes aegypti,4607,published,point,-999,14.73,-61.13,2009,Martinique,MTQ,158,NA
Aedes aegypti,4608,published,Less than 10km,Less than 10km,14.74,-61.18,2009,Martinique,MTQ,158,NA
Aedes aegypti,4609,published,Less than 10km,Less than 10km,14.75,-61.18,2009,Martinique,MTQ,158,NA
Aedes aegypti,4610,published,point,-999,14.75,-60.9,2009,Martinique,MTQ,158,NA
Aedes aegypti,4611,published,point,-999,14.75,-17.45,2009,Senegal,SEN,217,NA
Aedes aegypti,4612,published,point,-999,14.78,-60.99,2009,Martinique,MTQ,158,NA
Aedes aegypti,4613,published,point,-999,14.8,-61.1,2009,Martinique,MTQ,158,NA
Aedes aegypti,4614,published,point,-999,14.83,-61.11,2009,Martinique,MTQ,158,NA
Aedes aegypti,4615,published,point,-999,14.89,-92.48,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4616,published,Less than 10km,Less than 10km,15.24,104.85,2009,Thailand,THA,240,NA
Aedes aegypti,4617,published,Less than 10km,Less than 10km,16.19,-61.59,2009,Guadeloupe,GLP,100,NA
Aedes aegypti,4618,published,point,-999,16.24,-61.53,2009,Guadeloupe,GLP,100,NA
Aedes aegypti,4619,published,point,-999,16.42,101.16,2009,Thailand,THA,240,NA
Aedes aegypti,4620,published,Less than 100km,Less than 100km,16.48,99.45,2009,Thailand,THA,240,NA
Aedes aegypti,4621,published,point,-999,16.71,98.57,2009,Thailand,THA,240,NA
Aedes aegypti,4622,published,Less than 10km,Less than 10km,16.82,100.27,2009,Thailand,THA,240,NA
Aedes aegypti,4623,published,point,-999,16.88,-99.86,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4624,published,Less than 100km,Less than 100km,16.89,98.64,2009,Thailand,THA,240,NA
Aedes aegypti,4625,published,point,-999,17.16,-61.85,2009,Antigua and Barbuda,ATG,11,NA
Aedes aegypti,4626,published,point,-999,17.63,100.1,2009,Thailand,THA,240,NA
Aedes aegypti,4627,published,point,-999,17.64,99.24,2009,Thailand,THA,240,NA
Aedes aegypti,4628,published,polygon,NA,17.67,-99.88,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4629,published,point,-999,18,-94.63,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4630,published,point,-999,18.01,-94.63,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4631,published,point,-999,18.14,-94.44,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4632,published,point,-999,18.14,-94.42,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4633,published,Less than 25km,Less than 25km,18.16,97.97,2009,Thailand,THA,240,NA
Aedes aegypti,4634,published,point,-999,18.29,99.51,2009,Thailand,THA,240,NA
Aedes aegypti,4635,published,point,-999,18.34,-99.54,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4636,published,polygon,NA,18.73,-99.01,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4637,published,point,-999,18.79,98.99,2009,Thailand,THA,240,NA
Aedes aegypti,4638,published,polygon,NA,19.14,-103.93,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4639,published,point,-999,19.14,98.87,2009,Thailand,THA,240,NA
Aedes aegypti,4640,published,point,-999,19.17,-96.22,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4641,published,point,-999,19.17,-96.13,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4642,published,polygon,NA,19.2,-101.89,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4643,published,polygon,NA,19.38,-96.39,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4644,published,Less than 10km,Less than 10km,19.58,37.19,2009,Sudan,SDN,6,NA
Aedes aegypti,4645,published,Less than 25km,Less than 25km,19.62,37.22,2009,Sudan,SDN,6,NA
Aedes aegypti,4646,published,point,-999,19.63,37.23,2009,Sudan,SDN,6,NA
Aedes aegypti,4647,published,Less than 10km,Less than 10km,19.64,37.16,2009,Sudan,SDN,6,NA
Aedes aegypti,4648,published,Less than 25km,Less than 25km,20.02,-75.83,2009,Cuba,CUB,63,NA
Aedes aegypti,4649,published,point,-999,20.06,-97.05,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4650,published,point,-999,20.07,-97.04,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4651,published,Less than 100km,Less than 100km,20.25,100.24,2009,Thailand,THA,240,NA
Aedes aegypti,4652,published,point,-999,20.53,-97.45,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4653,published,polygon,NA,20.57,-103.24,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4654,published,point,-999,20.57,-97.43,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4655,published,point,-999,20.63,86.13,2009,India,IND,115,NA
Aedes aegypti,4656,published,point,-999,20.87,-89.65,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4657,published,point,-999,20.93,-89.6,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4658,published,polygon,NA,20.94,-101.47,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4659,published,point,-999,20.95,-97.39,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4660,published,point,-999,20.95,-97.46,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4661,published,point,-999,20.96,-89.59,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4662,published,Less than 25km,Less than 25km,20.97,-89.63,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4663,published,point,-999,20.97,-97.33,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4664,published,point,-999,20.97,-97.4,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4665,published,point,-999,21.03,-89.56,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4666,published,point,-999,21.34,-98.22,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4667,published,point,-999,21.35,-98.23,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4668,published,Less than 100km,Less than 100km,21.54,39.17,2009,Saudi Arabia,SAU,215,NA
Aedes aegypti,4669,published,polygon,NA,21.63,41.21,2009,Saudi Arabia,SAU,215,NA
Aedes aegypti,4670,published,polygon,NA,21.78,-104.87,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4671,published,point,-999,22.04,-98.2,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4672,published,point,-999,22.05,-98.18,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4673,published,polygon,NA,23.7,90.42,2009,Bangladesh,BGD,23,NA
Aedes aegypti,4674,published,polygon,NA,23.73,90.4,2009,Bangladesh,BGD,23,NA
Aedes aegypti,4675,published,polygon,NA,23.74,90.38,2009,Bangladesh,BGD,23,NA
Aedes aegypti,4676,published,polygon,NA,23.74,90.4,2009,Bangladesh,BGD,23,NA
Aedes aegypti,4677,published,polygon,NA,23.74,90.41,2009,Bangladesh,BGD,23,NA
Aedes aegypti,4678,published,polygon,NA,23.76,90.37,2009,Bangladesh,BGD,23,NA
Aedes aegypti,4679,published,polygon,NA,23.8,90.26,2009,Bangladesh,BGD,23,NA
Aedes aegypti,4680,published,polygon,NA,24.18,90.29,2009,Bangladesh,BGD,23,NA
Aedes aegypti,4681,published,polygon,NA,24.98,-107.49,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4682,published,point,-999,25.29,-100.01,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4683,published,point,-999,25.55,-108.46,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4684,published,point,-999,25.58,-108.47,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4685,published,point,-999,25.58,-108.46,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4686,published,point,-999,25.61,-100.28,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4687,published,point,-999,25.73,-100.31,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4688,published,point,-999,25.95,-100.17,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4689,published,point,-999,26.5,-100.18,2009,Mexico,MEX,1006344,NA
Aedes aegypti,4690,published,Less than 25km,Less than 25km,28.51,77.22,2009,India,IND,115,NA
Aedes aegypti,4691,published,point,-999,28.6,77.16,2009,India,IND,115,NA
Aedes aegypti,4692,published,Less than 10km,Less than 10km,28.62,77.3,2009,India,IND,115,NA
Aedes aegypti,4693,published,Less than 10km,Less than 10km,28.64,77.21,2009,India,IND,115,NA
Aedes aegypti,4694,published,point,-999,28.66,77.2,2009,India,IND,115,NA
Aedes aegypti,4695,published,Less than 25km,Less than 25km,28.67,77.07,2009,India,IND,115,NA
Aedes aegypti,4696,published,point,-999,28.68,77.22,2009,India,IND,115,NA
Aedes aegypti,4697,published,point,-999,28.68,77.21,2009,India,IND,115,NA
Aedes aegypti,4698,published,Less than 100km,Less than 100km,28.7,77.1,2009,India,IND,115,NA
Aedes aegypti,4699,published,point,-999,28.72,77.17,2009,India,IND,115,NA
Aedes aegypti,4700,published,Less than 25km,Less than 25km,28.75,77.21,2009,India,IND,115,NA
Aedes aegypti,4701,published,point,-999,31.54,74.3,2009,Pakistan,PAK,188,NA
Aedes aegypti,4702,published,Less than 100km,Less than 100km,31.55,74.36,2009,Pakistan,PAK,188,NA
Aedes aegypti,4703,published,point,-999,31.57,74.37,2009,Pakistan,PAK,188,NA
Aedes aegypti,4704,published,polygon,NA,33.67,73.12,2009,Pakistan,PAK,188,NA
Aedes aegypti,4705,unpublished,polygon,2,39.09,-77.64,2009,United States of America,USA,259,NA
Aedes aegypti,4706,unpublished,NA,NA,-7.29,112.8,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4707,unpublished,NA,NA,-7.28,112.71,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4708,unpublished,NA,NA,-7.28,112.74,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4709,unpublished,NA,NA,-7.27,112.72,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4710,unpublished,NA,NA,-7.27,112.75,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4711,unpublished,NA,NA,-7.27,112.79,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4712,unpublished,NA,NA,-7.27,112.7,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4713,unpublished,NA,NA,-7.26,112.67,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4714,unpublished,NA,NA,-7.25,112.77,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4715,unpublished,NA,NA,-7.24,112.75,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4716,unpublished,NA,NA,-7.24,112.79,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4717,unpublished,NA,NA,-7.22,112.77,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4718,unpublished,NA,NA,-5.44,119.77,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4719,unpublished,NA,NA,-5.39,119.82,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4720,published,point,-999,-38.95,-68.05,2010,Argentina,ARG,12,NA
Aedes aegypti,4721,published,point,-999,-34.87,-58.07,2010,Argentina,ARG,12,NA
Aedes aegypti,4722,published,Less than 100km,Less than 100km,-34.7,-58.39,2010,Argentina,ARG,12,NA
Aedes aegypti,4723,published,Less than 100km,Less than 100km,-34.66,-58.68,2010,Argentina,ARG,12,NA
Aedes aegypti,4724,published,point,-999,-34.54,-58.69,2010,Argentina,ARG,12,NA
Aedes aegypti,4725,published,point,-999,-22.24,-63.73,2010,Argentina,ARG,12,NA
Aedes aegypti,4726,published,point,-999,-17.09,145.79,2010,Australia,AUS,17,NA
Aedes aegypti,4727,published,point,-999,-16.81,145.72,2010,Australia,AUS,17,NA
Aedes aegypti,4728,published,point,-999,-12.96,45.17,2010,Mayotte,MYT,161,NA
Aedes aegypti,4729,published,point,-999,-12.83,45.11,2010,Mayotte,MYT,161,NA
Aedes aegypti,4730,published,point,-999,-12.79,45.27,2010,Mayotte,MYT,161,NA
Aedes aegypti,4731,published,point,-999,-12.72,45.11,2010,Mayotte,MYT,161,NA
Aedes aegypti,4732,unpublished,NA,NA,-7.92,110.34,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4733,unpublished,NA,NA,-7.86,110.36,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4734,unpublished,NA,NA,-7.81,110.39,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4735,unpublished,NA,NA,-7.8,110.41,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4736,unpublished,NA,NA,-7.8,110.36,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4737,unpublished,NA,NA,-7.8,110.34,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4738,unpublished,NA,NA,-7.8,110.37,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4739,unpublished,NA,NA,-7.79,110.39,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4740,unpublished,NA,NA,-7.77,110.41,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4741,unpublished,NA,NA,-7.76,110.45,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4742,unpublished,NA,NA,-7.74,110.48,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4743,unpublished,NA,NA,-7.72,110.34,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4744,unpublished,NA,NA,-7.57,110.79,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4745,unpublished,NA,NA,-7.56,110.82,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4746,unpublished,NA,NA,-7.56,110.86,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4747,unpublished,NA,NA,-7.56,110.83,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4748,unpublished,NA,NA,-7.48,110.23,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4749,unpublished,NA,NA,-7.47,110.22,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4750,unpublished,NA,NA,-7.47,110.23,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4751,unpublished,NA,NA,-7.47,110.22,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4752,unpublished,NA,NA,-7.45,109.23,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4753,unpublished,NA,NA,-7.43,109.24,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4754,unpublished,NA,NA,-7.43,109.24,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4755,unpublished,NA,NA,-7.42,109.23,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4756,unpublished,NA,NA,-7.33,110.5,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4757,unpublished,NA,NA,-7.33,110.5,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4758,unpublished,NA,NA,-7.32,110.5,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4759,unpublished,NA,NA,-7.31,110.49,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4760,published,Less than 10km,Less than 10km,-7.29,112.82,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4761,published,point,-999,-7.29,112.72,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4762,published,point,-999,-7.28,112.74,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4763,published,point,-999,-7.28,112.75,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4764,published,point,-999,-7.27,112.79,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4765,published,point,-999,-7.27,112.7,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4766,published,Less than 10km,Less than 10km,-7.26,112.75,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4767,published,point,-999,-7.26,112.72,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4768,published,point,-999,-7.26,112.67,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4769,published,point,-999,-7.25,112.77,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4770,published,point,-999,-7.24,112.75,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4771,published,point,-999,-7.24,112.79,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4772,published,point,-999,-7.22,112.77,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4773,unpublished,NA,NA,-7.06,110.46,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4774,unpublished,NA,NA,-7.04,110.47,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4775,unpublished,NA,NA,-7.01,110.46,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4776,unpublished,NA,NA,-6.97,111.42,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4777,unpublished,NA,NA,-6.97,111.44,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4778,unpublished,NA,NA,-6.97,111.42,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4779,unpublished,NA,NA,-6.97,110.42,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4780,unpublished,NA,NA,-6.96,111.43,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4781,unpublished,NA,NA,-6.92,107.56,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4782,unpublished,NA,NA,-6.91,107.56,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4783,unpublished,NA,NA,-6.89,107.55,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4784,unpublished,NA,NA,-6.89,107.54,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4785,unpublished,NA,NA,-6.88,107.57,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4786,unpublished,NA,NA,-6.88,109.15,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4787,unpublished,NA,NA,-6.87,107.56,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4788,unpublished,NA,NA,-6.87,107.55,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4789,unpublished,NA,NA,-6.87,109.12,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4790,unpublished,NA,NA,-6.86,109.15,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4791,unpublished,NA,NA,-6.85,107.54,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4792,unpublished,NA,NA,-6.59,110.67,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4793,unpublished,NA,NA,-6.58,110.68,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4794,unpublished,NA,NA,-6.58,110.68,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4795,unpublished,NA,NA,-6.56,110.67,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4796,unpublished,NA,NA,-6.18,106.86,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4797,unpublished,NA,NA,-6.18,106.87,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4798,unpublished,NA,NA,-5.49,119.79,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4799,unpublished,NA,NA,-5.48,119.76,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4800,unpublished,NA,NA,-5.44,119.74,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4801,unpublished,NA,NA,-5.21,119.46,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4802,unpublished,NA,NA,-5.2,119.46,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4803,unpublished,NA,NA,-5.2,119.45,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4804,published,point,-999,-3.93,39.55,2010,Kenya,KEN,133,NA
Aedes aegypti,4805,unpublished,NA,NA,-3.35,114.6,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4806,unpublished,NA,NA,-3.32,114.62,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4807,unpublished,NA,NA,-3.32,114.59,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4808,unpublished,NA,NA,-3.32,114.57,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4809,unpublished,NA,NA,-3.29,114.59,2010,Indonesia,IDN,1013696,NA
Aedes aegypti,4810,published,point,-999,-3.05,-59.94,2010,Brazil,BRA,37,NA
Aedes aegypti,4811,published,point,-999,-0.5,13.1,2010,Gabon,GAB,89,NA
Aedes aegypti,4812,published,point,-999,-0.18,29.9,2010,Uganda,UGA,253,NA
Aedes aegypti,4813,published,Less than 10km,Less than 10km,-0.09,34.73,2010,Kenya,KEN,133,NA
Aedes aegypti,4814,published,Less than 10km,Less than 10km,0.3,34.2,2010,Kenya,KEN,133,NA
Aedes aegypti,4815,published,Less than 25km,Less than 25km,0.37,34.78,2010,Kenya,KEN,133,NA
Aedes aegypti,4816,published,point,-999,0.57,30.37,2010,Uganda,UGA,253,NA
Aedes aegypti,4817,published,point,-999,0.82,30.17,2010,Uganda,UGA,253,NA
Aedes aegypti,4818,published,Less than 25km,Less than 25km,1.09,34.89,2010,Kenya,KEN,133,NA
Aedes aegypti,4819,published,point,-999,1.27,103.81,2010,Singapore,SGP,222,NA
Aedes aegypti,4820,published,point,-999,1.3,103.76,2010,Singapore,SGP,222,NA
Aedes aegypti,4821,published,point,-999,1.31,103.84,2010,Singapore,SGP,222,NA
Aedes aegypti,4822,published,point,-999,1.31,103.8,2010,Singapore,SGP,222,NA
Aedes aegypti,4823,published,point,-999,1.35,103.87,2010,Singapore,SGP,222,NA
Aedes aegypti,4824,published,point,-999,1.36,103.84,2010,Singapore,SGP,222,NA
Aedes aegypti,4825,published,point,-999,1.37,103.85,2010,Singapore,SGP,222,NA
Aedes aegypti,4826,published,point,-999,1.37,103.85,2010,Singapore,SGP,222,NA
Aedes aegypti,4827,published,point,-999,1.37,103.94,2010,Singapore,SGP,222,NA
Aedes aegypti,4828,published,point,-999,1.37,103.95,2010,Singapore,SGP,222,NA
Aedes aegypti,4829,published,point,-999,1.37,103.88,2010,Singapore,SGP,222,NA
Aedes aegypti,4830,published,Less than 10 km,Less than 10km,2.69,101.98,2010,Malaysia,MYS,153,NA
Aedes aegypti,4831,published,point,-999,3.57,101.89,2010,Malaysia,MYS,153,NA
Aedes aegypti,4832,published,point,-999,4.37,18.55,2010,Central African Republic,CAF,49,NA
Aedes aegypti,4833,published,Less than 100km,Less than 100km,5.05,21.2,2010,Central African Republic,CAF,49,NA
Aedes aegypti,4834,published,Less than 100km,Less than 100km,5.27,17.65,2010,Central African Republic,CAF,49,NA
Aedes aegypti,4835,published,point,-999,5.27,-4.01,2010,C?te d'Ivoire,CIV,66,NA
Aedes aegypti,4836,published,point,-999,5.37,100.31,2010,Malaysia,MYS,153,NA
Aedes aegypti,4837,published,point,-999,5.64,18.91,2010,Central African Republic,CAF,49,NA
Aedes aegypti,4838,published,point,-999,5.87,-74.65,2010,Colombia,COL,57,NA
Aedes aegypti,4839,published,point,-999,7.77,81.61,2010,Sri Lanka,LKA,231,NA
Aedes aegypti,4840,published,point,-999,7.92,-72.44,2010,Venezuela,VEN,263,NA
Aedes aegypti,4841,published,point,-999,7.92,-72.44,2010,Venezuela,VEN,263,NA
Aedes aegypti,4842,published,point,-999,9.41,-70.49,2010,Venezuela,VEN,263,NA
Aedes aegypti,4843,published,point,-999,9.43,-70.45,2010,Venezuela,VEN,263,NA
Aedes aegypti,4844,published,point,-999,9.68,80.03,2010,Sri Lanka,LKA,231,NA
Aedes aegypti,4845,published,point,-999,9.68,80.02,2010,Sri Lanka,LKA,231,NA
Aedes aegypti,4846,published,point,-999,10.06,-69.49,2010,Venezuela,VEN,263,NA
Aedes aegypti,4847,published,point,-999,10.12,106.45,2010,Viet Nam,VNM,1011447,NA
Aedes aegypti,4848,published,Less than 10 km,Less than 10km,10.13,105.88,2010,Viet Nam,VNM,1011447,NA
Aedes aegypti,4849,published,Less than 10 km,Less than 10km,10.16,106.67,2010,Viet Nam,VNM,1011447,NA
Aedes aegypti,4850,published,Less than 10 km,Less than 10km,10.17,106.65,2010,Viet Nam,VNM,1011447,NA
Aedes aegypti,4851,published,Less than 10 km,Less than 10km,10.17,106.15,2010,Viet Nam,VNM,1011447,NA
Aedes aegypti,4852,published,Less than 10 km,Less than 10km,10.22,106.54,2010,Viet Nam,VNM,1011447,NA
Aedes aegypti,4853,published,point,-999,10.25,106.55,2010,Viet Nam,VNM,1011447,NA
Aedes aegypti,4854,published,point,-999,10.51,-69.49,2010,Venezuela,VEN,263,NA
Aedes aegypti,4855,published,point,-999,10.64,-61.41,2010,Trinidad and Tobago,TTO,246,NA
Aedes aegypti,4856,published,point,-999,10.65,-61.4,2010,Trinidad and Tobago,TTO,246,NA
Aedes aegypti,4857,published,point,-999,10.97,-74.83,2010,Colombia,COL,57,NA
Aedes aegypti,4858,published,Less than 100km,Less than 100km,12.6,-12.24,2010,Senegal,SEN,217,NA
Aedes aegypti,4859,published,point,-999,12.61,102.1,2010,Thailand,THA,240,NA
Aedes aegypti,4860,published,Less than 100km,Less than 100km,12.62,-12.24,2010,Senegal,SEN,217,NA
Aedes aegypti,4861,published,point,-999,12.62,101.38,2010,Thailand,THA,240,NA
Aedes aegypti,4862,published,point,-999,12.63,101.38,2010,Thailand,THA,240,NA
Aedes aegypti,4863,published,Less than 100km,Less than 100km,12.66,-12.26,2010,Senegal,SEN,217,NA
Aedes aegypti,4864,published,Less than 100km,Less than 100km,12.67,-12.28,2010,Senegal,SEN,217,NA
Aedes aegypti,4865,published,point,-999,12.67,101.28,2010,Thailand,THA,240,NA
Aedes aegypti,4866,published,Less than 100 km,Less than 100km,13.05,80.25,2010,India,IND,115,NA
Aedes aegypti,4867,published,Less than 25km,Less than 25km,13.69,101.08,2010,Thailand,THA,240,NA
Aedes aegypti,4868,published,Less than 25km,Less than 25km,13.69,101.08,2010,Thailand,THA,240,NA
Aedes aegypti,4869,published,point,-999,13.81,102.07,2010,Thailand,THA,240,NA
Aedes aegypti,4870,published,point,-999,13.82,100.07,2010,Thailand,THA,240,NA
Aedes aegypti,4871,published,point,-999,13.86,100.51,2010,Thailand,THA,240,NA
Aedes aegypti,4872,published,point,-999,14,99.55,2010,Thailand,THA,240,NA
Aedes aegypti,4873,published,point,-999,14.05,101.37,2010,Thailand,THA,240,NA
Aedes aegypti,4874,published,point,-999,14.18,-12.72,2010,Senegal,SEN,217,NA
Aedes aegypti,4875,published,point,-999,14.2,101.22,2010,Thailand,THA,240,NA
Aedes aegypti,4876,published,point,-999,14.34,98.99,2010,Thailand,THA,240,NA
Aedes aegypti,4877,published,point,-999,14.34,-16.41,2010,Senegal,SEN,217,NA
Aedes aegypti,4878,published,point,-999,14.48,100.12,2010,Thailand,THA,240,NA
Aedes aegypti,4879,published,point,-999,14.53,100.91,2010,Thailand,THA,240,NA
Aedes aegypti,4880,published,point,-999,14.59,100.45,2010,Thailand,THA,240,NA
Aedes aegypti,4881,published,point,-999,14.72,-17.27,2010,Senegal,SEN,217,NA
Aedes aegypti,4882,published,point,-999,14.8,100.65,2010,Thailand,THA,240,NA
Aedes aegypti,4883,published,point,-999,14.89,100.4,2010,Thailand,THA,240,NA
Aedes aegypti,4884,published,Less than 25km,Less than 25km,14.91,-92.26,2010,Mexico,MEX,1006344,NA
Aedes aegypti,4885,published,point,-999,14.92,-16.99,2010,Senegal,SEN,217,NA
Aedes aegypti,4886,published,Less than 100km,Less than 100km,15.1,104.58,2010,Thailand,THA,240,NA
Aedes aegypti,4887,published,Less than 100km,Less than 100km,15.13,104.58,2010,Thailand,THA,240,NA
Aedes aegypti,4888,published,point,-999,15.38,100.02,2010,Thailand,THA,240,NA
